date,,team,,
1375,6,29.44451027,36.30290296,25.6920227
1375,7,29.27265901,30.73378238,40.6039887
1375,8,20.21150799,22.00321765,18.27698437
1375,9,39.73932606,23.78761937,31.93106363
1375,10,43.54305533,23.80660208,31.36240504
1375,11,29.54313603,15.96505024,42.34915824
1375,12,37.37654487,22.3154007,18.43044343
1376,1,39.9623328,23.56009781,31.6022491
1376,2,18.39158928,30.99229296,33.2953667
1376,3,30.84013053,14.20558451,30.42486283
1376,4,34.5457111,29.33718392,36.18720705
1376,5,24.848587,16.07518417,25.95938166
1376,6,24.97369417,17.12347754,30.01741861
1376,7,18.1491761,42.68457367,30.54018997
1376,8,37.54794749,39.49078013,38.20788774
1376,9,31.22117943,36.56215997,32.30908665
1376,10,23.89226069,36.35908469,18.59937834
1376,11,35.98979009,16.67551717,25.19758992
1376,12,23.48210297,29.26802357,12.73444448
1377,1,35.12861813,34.92527433,19.47684276
1377,2,30.77801292,22.35482858,38.65528153
1377,3,35.13920683,28.65785491,25.79767055
1377,4,40.70544044,9.938270901,38.65573839
1377,5,43.52352723,36.57331523,19.61958096
1377,6,27.49982351,32.31520709,16.96372197
1377,7,31.72538064,10.60998089,24.47422124
1377,8,18.85769362,9.958163092,18.19380046
1377,9,35.5705706,22.90513431,25.26783159
1377,10,17.36466555,24.2624851,31.84083929
1377,11,37.25192504,23.03158052,35.13687706
1377,12,14.45558825,23.57232694,26.18905123
1378,1,30.0754317,11.16867677,24.81243745
1378,2,18.66963932,36.56713873,32.66149798
1378,3,36.50631751,36.21651804,32.68350674
1378,4,33.41268479,28.93569823,20.12265258
1378,5,32.60112505,22.70706219,37.23639005
1378,6,33.50740939,35.27654721,20.10588457
1378,7,44.31738893,30.27357806,25.77798779
1378,8,17.64633932,24.58995706,44.25119633
1378,9,26.50171686,22.98691463,26.39436395
1378,10,11.19467327,31.46070342,26.54027117
1378,11,18.97235067,29.77617947,22.91121852
1378,12,31.34589928,24.40176858,45.42987445
1379,1,37.37947053,17.68598629,35.34105753
1379,2,30.68059628,30.87676879,38.60029475
1379,3,31.79009601,12.5446343,39.09637077
1379,4,30.87559521,35.50705575,39.17581422
1379,5,34.09333715,15.96135635,20.41109109
1379,6,19.39054693,43.17234948,26.60564357
1379,7,21.78823133,35.5556872,26.58693162
1379,8,31.98688297,43.23556249,29.18256309
1379,9,25.33046155,23.56571856,39.08449266
1379,10,43.62002112,17.0185692,20.42080802
1379,11,18.06546977,39.18735192,33.00540199
1379,12,40.92278263,18.18225656,13.46123879
1380,1,32.04948428,11.13055002,33.08744355
1380,2,32.06719117,18.2437174,38.62723251
1380,3,38.49849613,12.24747017,19.92478541
1380,4,18.87703955,30.06843458,12.69612193
1380,5,20.79191431,26.2969261,17.82143324
1380,6,24.86563608,17.05846243,19.47418629
1380,7,38.0808348,29.9872998,41.48551129
1380,8,36.93633289,10.81706388,43.06435827
1380,9,14.76728511,36.61806337,38.17180181
1380,10,19.70325972,35.8010229,13.27386686
1380,11,24.38231245,35.82208262,31.61047518
1380,12,19.73953874,17.17000135,38.7063
1381,1,26.07193966,10.82312366,23.6767392
1381,2,24.34060322,24.79884349,32.49285004
1381,3,16.35239261,31.40226194,12.93300562
1381,4,25.14797918,38.01731542,15.63506326
1381,5,27.30792719,29.842101,26.53707767
1381,6,21.39262554,40.24905418,18.4220667
1381,7,38.74832844,36.04830316,20.73063126
1381,8,13.40278378,24.07205109,32.34122105
1381,9,19.57597719,37.49736745,28.61017965
1381,10,18.79046277,18.0864375,14.39388
1381,11,28.972044,25.03392234,19.91177603
1381,12,12.22636037,11.43698417,33.49563912
1382,1,37.3799844,23.56825478,40.42752348
1382,2,32.15724429,24.97101971,39.6911659
1382,3,39.27492469,44.11305377,39.81747171
1382,4,17.33709312,11.11298582,31.89808117
1382,5,18.43793104,36.35219116,33.21351861
1382,6,37.97006438,29.98374786,33.25967114
1382,7,35.46054991,25.36072529,27.39183816
1382,8,12.3193068,12.54273363,38.24180771
1382,9,35.72576772,31.74528353,20.97851995
1382,10,19.45301005,36.9798058,38.56274972
1382,11,38.4788163,38.07948421,38.90888585
1382,12,22.18289411,19.25702329,46.38777785
1383,1,44.41007983,23.9108767,26.03196602
1383,2,20.15077914,29.93913245,33.8401178
1383,3,31.11681734,37.35151465,27.40809996
1383,4,29.34865133,31.70158121,29.62465858
1383,5,12.5241825,30.34976006,22.379682
1383,6,32.20525747,18.08878257,32.68892492
1383,7,12.38335166,34.22655471,30.69647774
1383,8,26.51062049,18.22268292,38.64736021
1383,9,12.71520124,31.67220074,30.64395583
1383,10,39.29417253,31.4360543,42.73350933
1383,11,25.53092485,38.24962493,21.46419459
1383,12,19.31776152,21.10609776,26.00438593
1384,1,19.03258141,37.77686851,26.27806509
1384,2,25.55420321,14.87958833,33.00868842
1384,3,31.51313571,24.29457105,42.10528012
1384,4,32.23130928,28.32046986,40.22668084
1384,5,39.12999878,25.52508238,26.48829603
1384,6,12.61115728,44.70456256,28.17967742
1384,7,38.6532726,37.75476632,25.46582459
1384,8,27.31888355,28.40439327,21.65712875
1384,9,37.33138813,25.15273474,26.38227876
1384,10,38.78131252,19.57901698,35.5373369
1384,11,31.82106934,11.65234794,20.72596868
1384,12,39.55479367,18.31574941,19.49041768
1385,1,20.30278534,14.13763858,18.83883201
1385,2,34.31166385,37.53498307,21.23315175
1385,3,35.45018731,37.92414205,42.8228726
1385,4,38.6881627,36.07002184,39.29669168
1385,5,31.62463806,37.90153987,38.90113419
1385,6,14.03583698,18.44607215,21.78842333
1385,7,15.55340512,45.00852086,20.46433486
1385,8,27.34621304,18.34232383,39.45162844
1385,9,38.04063176,19.87191155,44.42722623
1385,10,25.99569392,39.51033294,19.8941931
1385,11,20.81873755,18.79318384,27.21070362
1385,12,17.89157427,11.96856358,27.18816201
1386,1,46.12708402,12.40851654,20.65588566
1386,2,33.46018263,25.79270357,20.27143361
1386,3,26.57674666,19.93135866,40.25097368
1386,4,22.00114067,19.5892592,25.73279767
1386,5,44.47742965,15.04061894,40.73079328
1386,6,25.85393238,44.35333737,40.35678785
1386,7,20.69014371,16.85517656,17.37522046
1386,8,40.28347922,12.44981169,33.06922809
1386,9,38.57102083,38.99623048,34.52683369
1386,10,25.73500544,19.66208151,33.3264908
1386,11,25.47368834,24.70490381,28.02998039
1386,12,25.91611305,24.72358224,41.05944015
1387,1,18.37418287,22.02078759,14.36989412
1387,2,33.20821033,37.70573921,26.86673309
1387,3,18.22522393,22.7250419,33.1710806
1387,4,37.12035411,37.43618602,21.90602421
1387,5,21.25982404,37.9685584,22.31713936
1387,6,16.3319222,19.75853463,28.19119901
1387,7,33.5569245,23.71640265,27.28096925
1387,8,40.22571479,45.48258497,20.85188552
1387,9,26.80155078,44.83911055,24.85159124
1387,10,27.29822336,15.56599521,26.06381646
1387,11,32.95021818,32.30870506,45.843758
1387,12,27.4389438,25.03728969,26.48098262
1388,1,13.43364733,32.75909951,44.3214869
1388,2,46.43788546,38.11316508,28.60499869
1388,3,42.55846104,18.7968665,44.23875948
1388,4,30.62260991,32.01411849,25.31218924
1388,5,25.34588062,32.51740039,31.24818481
1388,6,38.6410367,43.9829675,34.96296109
1388,7,40.37515924,43.00499769,41.90411536
1388,8,26.86346346,33.17523761,27.79628245
1388,9,46.24990027,25.14129021,47.50646627
1388,10,23.87377931,33.21827743,28.70587822
1388,11,34.23101165,25.3581336,41.4742884
1388,12,20.52860134,20.42867592,33.50501052
1389,1,41.07734986,28.90741645,35.06750039
1389,2,41.99142784,20.75545655,28.74784737
1389,3,21.23860133,21.49173777,33.53867797
1389,4,40.06204248,32.82014565,38.55084445
1389,5,46.82669396,26.98813752,33.74458629
1389,6,13.78193821,33.80017907,47.01998904
1389,7,34.39067918,17.58372216,33.61823559
1389,8,27.38628642,25.63106145,33.10709234
1389,9,32.68061346,30.88789285,22.8304765
1389,10,38.96150355,26.22203662,44.66275665
1389,11,20.87979583,12.89777436,40.03012316
1389,12,24.85497378,31.87099329,33.77484024
1390,1,25.79080822,37.78260677,33.80091308
1390,2,40.82668527,33.32324755,15.34824924
1390,3,26.50964197,20.93877603,20.0294201
1390,4,24.78451216,41.88147711,22.37328398
1390,5,39.80850441,27.01785342,47.21524705
1390,6,34.35256184,19.75593276,28.39210722
1390,7,39.59468552,33.64334512,20.79882597
1390,8,41.7329269,13.1879022,42.66992278
1390,9,33.02044861,26.89146873,34.00076744
1390,10,35.01238807,46.23296698,29.03876653
1390,11,34.26145731,27.25818796,34.51743749
1390,12,46.20162329,32.06332822,34.04307702
1391,1,40.88423481,25.96928542,27.97004236
1391,2,28.35786419,25.78545897,48.10037925
1391,3,40.97727789,31.8131887,32.00849865
1391,4,40.94743821,38.34463547,22.30932153
1391,5,31.66282825,38.42214321,34.17096719
1391,6,41.14657832,20.97930504,18.1311394
1391,7,22.01928435,25.89587681,21.90489737
1391,8,34.82720607,37.74875847,24.97398286
1391,9,34.43608133,27.74723379,31.254163
1391,10,47.34020672,32.30044651,29.20366187
1391,11,41.01234486,20.96425024,29.14150153
1391,12,28.01265609,20.83106989,15.49415143
1392,1,34.55833495,13.46779537,29.36026494
1392,2,21.81561248,40.30652807,32.53293709
1392,3,33.36791843,32.31612684,42.69331307
1392,4,39.9664176,26.22632628,31.53260298
1392,5,28.17423906,20.52497292,15.71971624
1392,6,27.3279061,33.26042593,23.42859777
1392,7,22.55633454,22.00396893,28.09707087
1392,8,43.77647691,27.83555971,23.34535744
1392,9,43.83895675,21.55867529,34.39587684
1392,10,23.03965422,39.27934976,35.64816973
1392,11,21.19193569,36.82319571,27.40106144
1392,12,39.77653141,31.39776139,40.77293786
1393,1,14.72594718,27.73925179,42.91675579
1393,2,33.74300435,33.24203415,28.40610478
1393,3,22.05224428,38.84461068,45.24230881
1393,4,21.5557973,14.24952391,35.75582887
1393,5,39.86365396,38.97047863,42.31174399
1393,6,40.47118605,21.17238447,22.83711935
1393,7,35.22514544,27.4837239,35.52560918
1393,8,34.40392235,21.03605228,41.70992269
1393,9,40.18886918,34.03668963,48.73451147
1393,10,45.30930673,27.63263939,45.55436995
1393,11,41.71544742,39.49217381,36.39931891
1393,12,31.64266662,46.81817148,19.38118592
1394,1,41.78525497,34.1796421,23.55648377
1394,2,24.04630739,27.44764471,49.04606726
1394,3,41.07620666,18.35098909,21.29511723
1394,4,25.0572185,47.04416716,48.68146092
1394,5,33.85652047,21.93551118,24.30853231
1394,6,22.54717025,18.24683515,42.46542605
1394,7,44.14234017,20.25196198,24.00340246
1394,8,41.777364,40.20345936,42.40162872
1394,9,28.37777473,20.65609519,36.16252622
1394,10,48.13596833,40.67332573,22.67351027
1394,11,19.34866836,40.20273857,37.44007768
1394,12,41.06216063,39.57811689,16.3112275
1395,1,28.78738537,34.21120382,40.42228233
1395,2,15.534305,33.3062116,48.56100931
1395,3,15.13101101,21.19819757,42.0327453
1395,4,23.21663643,21.19159475,35.77131908
1395,5,19.40704301,47.36984417,47.00258966
1395,6,24.78638178,28.77073188,31.35013387
1395,7,41.11062207,20.93050059,41.53342297
1395,8,28.78082271,33.75894988,23.54710063
1395,9,40.39185628,25.40175801,41.7573704
1395,10,34.68372332,40.38431119,29.06831679
1395,11,48.32244555,33.43185586,36.52865804
1395,12,42.22380522,33.79865869,30.46173295
1396,1,34.77421417,34.7944879,35.17850652
1396,2,21.77120252,24.52509531,23.47254258
1396,3,42.22640844,28.71396965,29.01577588
1396,4,28.03499787,20.97951401,22.89823673
1396,5,29.66135961,21.31219378,34.97466033
1396,6,18.43467181,30.59372395,29.52305499
1396,7,26.88111144,33.66903304,36.86296076
1396,8,22.24875486,20.75236561,35.93638808
1396,9,22.47835938,33.39586369,42.7514738
1396,10,15.51402039,21.86342976,24.34105488
1396,11,16.75284705,40.70565228,47.77732913
1396,12,42.46357907,20.09302037,20.05231311
1397,1,21.98715488,28.43500023,24.44828761
1397,2,40.26207971,39.74726123,35.89609767
1397,3,15.6162475,20.9115148,23.24654532
1397,4,34.22392558,27.43442204,23.78648357
1397,5,29.90531042,47.81094931,33.14716868
1397,6,20.01237073,41.49649879,20.93209838
1397,7,45.83077166,35.25999847,35.58960777
1397,8,41.88790842,22.26387653,23.36504471
1397,9,29.85554691,22.21318934,24.677606
1397,10,41.19657411,21.36527217,23.8086179
1397,11,19.64870886,47.89602312,30.55051441
1397,12,41.69048428,31.91281391,42.86432929
1398,1,23.84252981,30.99089361,35.68461979
1398,2,23.89716259,17.29266377,24.1581347
1398,3,28.54378849,19.88567084,24.03067089
1398,4,30.11794393,14.86996909,36.85345406
1398,5,42.60982586,21.32164308,23.12078002
1398,6,40.46059593,33.88396157,31.59240516
1398,7,42.82641144,48.09575661,36.79217242
1398,8,23.09719377,20.91053257,35.83764199
1398,9,16.19124262,40.15906693,36.28853046
1398,10,48.88371093,22.97896563,36.99962236
1398,11,22.30690585,35.63040098,23.97696053
1398,12,42.71976227,29.36647093,43.65318899
1399,1,19.51744384,44.58415186,25.4657279
1399,2,42.96141667,21.93186666,33.57863781
1399,3,34.98102422,22.39815882,35.85056989
1399,4,41.13230055,36.21218233,37.05319627
1399,5,23.41990794,15.88236421,31.4292764
1399,6,43.06639824,35.03766765,25.21193176
1399,7,22.46290454,48.35763075,19.9016917
1399,8,39.6627606,34.14908725,39.313764
1399,9,36.87012507,22.59181806,23.64767883
1399,10,24.26213904,22.25872917,24.07665368
1399,11,20.03725366,16.19887948,26.61447986
1399,12,46.98120415,21.64930315,47.04258193
1400,1,37.592972,16.12931893,31.42105919
1400,2,24.06137297,15.30845138,29.87485263
1400,3,35.34061267,21.9083148,30.11109302
1400,4,31.61428397,21.67848057,50.33839741
1400,5,18.92344821,45.38031094,32.52294239
1400,6,43.14110101,22.97427271,22.29326354
1400,7,27.12430371,21.70035641,37.0435584
1400,8,42.24449349,21.21242277,37.18859427
1400,9,30.2126317,26.43417344,42.81280062
1400,10,16.64385956,41.11243972,36.87701424
1400,11,35.9462523,46.79673365,50.33544125
1400,12,22.55894746,29.41185266,42.86752673
